"","motive","times"
"9961","The specific motive is unknown; however, sources suspected that the attack, which targeted polling officials, may have been part of a larger trend of violence related to India's Madhya Pradesh panchayat election, scheduled for February 5, 2015.",2
"9962","The specific motive is unknown; however, sources suspected that the attack, which targeted polling stations, may have been part of a larger trend of violence related to Nigeria's presidential election, scheduled for March 28, 2015.",3
"9963","The specific motive is unknown; however, sources suspected that the attack, which targeted polling stations, was part of a larger trend of violence related to Jammu and Kashmir's legislative assembly elections, scheduled for November 25, 2014.",1
"9964","The specific motive is unknown; however, sources suspected that the attack, which targeted Sheikh Qassem Sweidan al-Jabani, a member of the Sunni community, was part of a larger trend of sectarian violence between Iraq's Sunni minority and Shiite majority communities.",1
"9965","The specific motive is unknown; however, sources suspected that the attack, which targeted Sheraz Ahmad Bhat, was part of a larger trend of violence related to Jammu and Kashmir's Legislative Assembly election, which was held from November 25 to December 20, 2014.",1
"9966","The specific motive is unknown; however, sources suspected that the attack, which targeted Shiite pilgrims, is part of a larger trend of sectarian violence between Iraq's majority Shiite and minority Sunni communities.",3
"9967","The specific motive is unknown; however, sources suspected that the attack, which targeted Shiite pilgrims, may have been part of a larger trend of sectarian violence between Iraq's majority Shiite and minority Sunni communities.",1
"9968","The specific motive is unknown; however, sources suspected that the attack, which targeted Shiite pilgrims, may have been part of a larger trend of sectarian violence between Iraq's Sunni minority and Shiite majority communities.",2
"9969","The specific motive is unknown; however, sources suspected that the attack, which targeted Shiite Pilgrims, may have been part of a larger trend of sectarian violence between Iraq's Sunni minority and Shiite majority communities.",1
"9970","The specific motive is unknown; however, sources suspected that the attack, which targeted Shiite volunteer members, may have been part of a larger trend of sectarian violence between Iraq's Sunni minority and Shiite majority communities.",1
"9971","The specific motive is unknown; however, sources suspected that the attack, which targeted the houses of provincial councilors, may have been part of a larger trend of violence related to Sri Lanka's presidential election, scheduled for January 8, 2015.",2
"9972","The specific motive is unknown; however, sources suspected that the attack, which targeted the residence of a Jammu & Kashmir National Conference (NC) activist, was part of a larger trend of violence related to Jammu and Kashmir's Legislative Assembly election, which was held from November 25 to December 20, 2014.",1
"9973","The specific motive is unknown; however, sources suspected that the attack, which targeted three members of the Hazara Shiite community, was part of a larger trend of sectarian violence between Afghanistan's majority Sunni and minority Shiite communities.",1
"9974","The specific motive is unknown; however, sources suspected that the attack, which targeted three Sunni clerics, may have been part of a larger trend of sectarian violence between Iraq's minority Sunni and majority Shiite communities.",1
"9975","The specific motive is unknown; however, sources suspected that the attack, which was carried out in a predominately Shiite area, may have been part of a larger trend of sectarian violence between Iraq's majority Shiite and minority Sunni communities.",2
"9976","The specific motive is unknown; however, sources suspected that the attack, which was carried out in a predominately Shiite district, may be part of a larger trend of sectarian violence between Iraq's majority Shiite and minority Sunni communities.",2
"9977","The specific motive is unknown; however, sources suspected that the attack, which was carried out in a Shiite area, is part of a larger trend of sectarian violence between Iraq's majority Shiite and minority Sunni communities.",1
"9978","The specific motive is unknown; however, sources suspected that the Bangsamoro Islamic Freedom Movement (BIFM) carried out the attack in revenge for the death of the group's members.",2
"9979","The specific motive is unknown; however, sources suspected that the Bangsamoro Islamic Freedom Movement (BIFM) planted the device in retaliation for military operations the previous week.",1
"9980","The specific motive is unknown; however, sources suspected that the Barqa Province of the Islamic State carried out the attack in retaliation for recent Egyptian airstrikes in Libya.",1
"9981","The specific motive is unknown; however, sources suspected that the cafe owner was targeted due to his support for Khalifa Haftar.",1
"9982","The specific motive is unknown; however, sources suspected that the civilians were abducted in exchange for a ransom.",1
"9983","The specific motive is unknown; however, sources suspected that the civilians were targeted because Al-Shabaab believed them to be spies.",1
"9984","The specific motive is unknown; however, sources suspected that the civilians were targeted because of their support for the Afghan government.",1
"9985","The specific motive is unknown; however, sources suspected that the civilians were targeted because they refused to respond to an extortion demand by Al-Shabaab.",1
"9986","The specific motive is unknown; however, sources suspected that the civilian was targeted because the Sinai Province of the Islamic State believed the victim was working with Israeli intelligence.",1
"9987","The specific motive is unknown; however, sources suspected that the cleric was targeted because of his opposition to Islamic extremism.",1
"9988","The specific motive is unknown; however, sources suspected that the Communist Party of India - Maoist (CPI-Maoist) carried out the attack in retaliation for military operations.",1
"9989","The specific motive is unknown; however, sources suspected that the Communist Party of India - Maoist (CPI-Maoist) targeted Singlu Korram because they believed he was a police informant.",1
"9990","The specific motive is unknown; however, sources suspected that the Communist Party of India - Maoist (CPI-Maoist) targeted the civilians because they refused to allow their children to join CPI-Maoist.",2
"9991","The specific motive is unknown; however, sources suspected that the construction company was targeted because it failed to respond to an extortion demand by the New People's Army (NPA).",1
"9992","The specific motive is unknown; however, sources suspected that the Convoy Presbyterian Church may have been targeted as part of a larger trend of sectarian violence between Ireland's Catholic and Protestant communities.",1
"9993","The specific motive is unknown; however, sources suspected that the device may have been planted in order to disrupt community festivals.",1
"9994","The specific motive is unknown; however, sources suspected that the Egyptian embassy may have been targeted due to Egypt's supposed support for Libyan anti-Islamic groups.",1
"9995","The specific motive is unknown; however, sources suspected that the elders were targeted for their support of the government.",1
"9996","The specific motive is unknown; however, sources suspected that the Higher Careers Institute may have been targeted because it was not adhering to gender segregation policies.",1
"9997","The specific motive is unknown; however, sources suspected that the Higher Careers Institute was targeted for not adhering to gender segregation policies.",1
"9998","The specific motive is unknown; however, sources suspected that the incident may have been a result of the Chinese government's repression of the Uighur community.",1
"9999","The specific motive is unknown; however, sources suspected that the incident may have been a result of the Chinese government's repression of the Uighur community and discrimination by the Han Chinese.",5
"10000","The specific motive is unknown; however, sources suspected that the incident may have been part of a larger trend of violence related to Nigeria's general election, which was postponed to March 28, 2015.",1
"10001","The specific motive is unknown; however, sources suspected that the incident signifies the Islamist rebels' desire to engage in an open-ended guerrilla conflict with government forces.",1
"10002","The specific motive is unknown; however, sources suspected that the incident was carried out in retaliation for the Islamic State of Iraq and the Levant (ISIL)'s ill treatment of the Yazidis.",4
"10003","The specific motive is unknown; however, sources suspected that the incident was carried out in retaliation to a recent attack on a Jerusalem synagogue by Palestinian extremists.",1
"10004","The specific motive is unknown; however, sources suspected that the Iraqi professor may have been targeted in retaliation for Libyan citizens imprisoned in Iraq.",1
"10005","The specific motive is unknown; however, sources suspected that the Islamic State of Iraq and the Levant (ISIL) abducted Shaykh Muzhir Muhammad al-Mashuh al-Jumayli because he created an awakening council and supported Iraqi military personnel.",1
"10006","The specific motive is unknown; however, sources suspected that the Islamic State of Iraq and the Levant (ISIL) may have carried out the attack in retaliation for a military operation against ISIL the previous day.",1
"10007","The specific motive is unknown; however, sources suspected that the Islamic State of Iraq and the Levant (ISIL) may have targeted the Iraqi Border Guards patrol in retaliation for the closure of a border crossing.",1
"10008","The specific motive is unknown; however, sources suspected that the Islamic State of Iraq and the Levant (ISIL) planned to sell antiquities found at the targeted citadel as a source of funding.",1
"10009","The specific motive is unknown; however, sources suspected that the Islamic State of Iraq and the Levant (ISIL) targeted the officer because they accused him of creating an opposition group.",3
"10010","The specific motive is unknown; however, sources suspected that the Islamic State of Iraq and the Levant (ISIL) targeted the victims because they refused to support ISIL.",1
"10011","The specific motive is unknown; however, sources suspected that the Islamic State of Iraq and the Levant (ISIL) targeted the victims because they supported the Peshmerga forces.",1
"10012","The specific motive is unknown; however, sources suspected that the journalist's home was targeted, because he was from Zintan city.",1
"10013","The specific motive is unknown; however, sources suspected that the Karbi People's Liberation Tigers (KPLT) carried out the attack because they believed the victim was a police informant.",1
"10014","The specific motive is unknown; however, sources suspected that the Kurdistan Workers' Party (PKK) attacked the construction site to undermine the region's economic activity.",1
"10015","The specific motive is unknown; however, sources suspected that the Kurdistan Workers' Party (PKK) may have carried out the attack in response to recent airstrikes by the Turkish military on the PKK in northern Iraq.",11
"10016","The specific motive is unknown; however, sources suspected that the Kurdistan Workers' Party (PKK) set vehicles on fire to undermine the region's economic activity.",1
"10017","The specific motive is unknown; however, sources suspected that the meeting hall, which was a Protestant building, may have been targeted as part of a larger trend of sectarian violence between Ireland's Catholic and Protestant communities.",1
"10018","The specific motive is unknown; however, sources suspected that the Minivan News office was targeted because the assailants believed it was not Islamic.",1
"10019","The specific motive is unknown; however, sources suspected that the Misrata Brigades were attempting to free a prisoner.",1
"10020","The specific motive is unknown; however, sources suspected that the National Socialist Council of Nagaland-Khaplang (NSCN-K) carried out the attack in retaliation for recent arrests of its members.",1
"10021","The specific motive is unknown; however, sources suspected that the New People's Army (NPA) carried out the attack because the group was against the development and peace efforts between the government and community.",1
"10022","The specific motive is unknown; however, sources suspected that the New People's Army (NPA) carried out the attack in order to divert the military.",1
"10023","The specific motive is unknown; however, sources suspected that the New People's Army (NPA) committed the attack to sabotage the military activities aimed and peace and development in the area.",1
"10024","The specific motive is unknown; however, sources suspected that the New People's Army (NPA) had a grudge against the targeted logging truck owner.",1
"10025","The specific motive is unknown; however, sources suspected that the New People's Army (NPA) may have carried out the attack in order to create anti-military propaganda.",1
"10026","The specific motive is unknown; however, sources suspected that the New People's Army (NPA) targeted Joel Gulamtico because the NPA believed he was a military informant.",1
"10027","The specific motive is unknown; however, sources suspected that the New People's Army (NPA) was in opposition to road construction in the area.",1
"10028","The specific motive is unknown; however, sources suspected that the perpetrators were Shiites upset with their treatment at the hands of the Sunni majority.",1
"10029","The specific motive is unknown; however, sources suspected that the placement of the bomb was a ruse to lure police officers to the scene.  The assailants would then have attacked the police officers.",1
"10030","The specific motive is unknown; however, sources suspected that the residence was targeted because a resident of the house engaged in fortune-telling.",1
"10031","The specific motive is unknown; however, sources suspected that the Russian embassy was targeted in retaliation for Russia's military involvement in Syria.",2
"10032","The specific motive is unknown; however, sources suspected that the Seleka carried out the attack in retaliation for the death of two Muslim civilians.",1
"10033","The specific motive is unknown; however, sources suspected that the shop was targeted in relation to an extortion demand by the United Liberation Front of Assam (ULFA).",1
"10034","The specific motive is unknown; however, sources suspected that the Taliban believed the victim was in communication with the government.",1
"10035","The specific motive is unknown; however, sources suspected that the Taliban carried out the attack because they believed the victim was a government informant.",1
"10036","The specific motive is unknown; however, sources suspected that the Taliban may have carried out the attack in retaliation for recent military operations in Helmand province.",1
"10037","The specific motive is unknown; however, sources suspected that the Taliban targeted the victims because they supported the government.",1
"10038","The specific motive is unknown; however, sources suspected that the telecommunication companies were targeted because they refused to meet Taliban extortion demands.",1
"10039","The specific motive is unknown; however, sources suspected that the Tripoli Province of the Islamic State carried out the attack in retaliation for the death of 23 Tripoli Province of the Islamic State members the previous day.",1
"10040","The specific motive is unknown; however, sources suspected that the Tripoli Province of the Islamic State targeted the market because it allowed genders to mix.",1
"10041","The specific motive is unknown; however, sources suspected that the Tripoli Province of the Islamic State targeted the radio station in order to communicate with the residents of Sirte district.",1
"10042","The specific motive is unknown; however, sources suspected that the two soldiers were targeted because they had assisted the prime minister in avoiding a coup attempt in August 2014.",1
"10043","The specific motive is unknown; however, sources suspected that the United Arab Emirates embassy may have been targeted due to the UAE's supposed support for Libyan anti-Islamic groups.",1
"10044","The specific motive is unknown; however, sources suspected that the victim may have been targeted because she recognized the assailants from their local meeting place.",1
"10045","The specific motive is unknown; however, sources suspected that the victim, Shaykh Amin Abdallah Ja'far, was targeted for removing a Huthi sign from a mosque.",1
"10046","The specific motive is unknown; however, sources suspected that the victims may have been abducted in retaliation for the stealing of sheep.",1
"10047","The specific motive is unknown; however, sources suspected that the victims may have been targeted because the assailants believed they were spies.",1
"10048","The specific motive is unknown; however, sources suspected that the victims were abducted because they did not support Operation Dawn of Libya.",1
"10049","The specific motive is unknown; however, sources suspected that the victims were targeted because the group believed they were police informants.",1
"10050","The specific motive is unknown; however, sources suspected that the victims were targeted because the Islamic State of Iraq and the Levant (ISIL) accused them of creating an opposition coalition, practicing black magic, and theft.",1
"10051","The specific motive is unknown; however, sources suspected that the victims were targeted because the Islamic State of Iraq and the Levant (ISIL) believed they cooperated with the Iraqi military.",1
"10052","The specific motive is unknown; however, sources suspected that the victims were targeted because the Maoists believed they were police informants.",1
"10053","The specific motive is unknown; however, sources suspected that the victims were targeted because they had removed a poster, memorializing former Revolutionary Armed Forces of Colombia (FARC) leader, Alfonso Cano.",1
"10054","The specific motive is unknown; however, sources suspected that the victims were targeted because they opposed the Islamic State of Iraq and the Levant (ISIL).",5
"10055","The specific motive is unknown; however, sources suspected that the victims were targeted because they refused to support the Islamic State of Iraq and the Levant (ISIL).",1
"10056","The specific motive is unknown; however, sources suspected that the victims were targeted for not fasting during Ramadan.",1
"10057","The specific motive is unknown; however, sources suspected that the victims were targeted in response to the recent arrest of a Taliban member.",1
"10058","The specific motive is unknown; however, sources suspected that the victims, who were members of the Christian community, may have been targeted as part of a larger trend of sectarian violence between Nigeria's Christian and Muslim communities.",1
"10059","The specific motive is unknown; however, sources suspected that the victims, who were members of the Hazara Shiite community, may have been targeted as part of a larger trend of sectarian violence between Afghanistan's majority Sunni and minority Shiite communities.",2
"10060","The specific motive is unknown; however, sources suspected that the victims, who were members of the Hazara Shiite community, may have been targeted as part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shiite communities.",7
"10061","The specific motive is unknown; however, sources suspected that the victims, who were members of the Shiite community, may have been targeted as part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shiite communities.",5
"10062","The specific motive is unknown; however, sources suspected that the victims, who were Shiite pilgrims, may have been targeted as part of a larger trend of sectarian violence between Iraq's Sunni minority and Shiite majority communities.",1
"10063","The specific motive is unknown; however, sources suspected that the victims, who were Shiite pilgrims traveling from Syria to Lebanon, may have been targeted as part of a larger trend of sectarian violence.",1
"10064","The specific motive is unknown; however, sources suspected that the victim was targeted because he supported the Muslim Brotherhood.",1
"10065","The specific motive is unknown; however, sources suspected that the victim was targeted because he was anti-Maoist.",1
"10066","The specific motive is unknown; however, sources suspected that the victim was targeted because he worked with the Somali government.",1
"10067","The specific motive is unknown; however, sources suspected that the victim was targeted because Maoists believed he was a police informant.",1
"10068","The specific motive is unknown; however, sources suspected that the victim was targeted because of his alleged cooperation with security forces.",1
"10069","The specific motive is unknown; however, sources suspected that the victim was targeted because the assailants believed he was a spy.",1
"10070","The specific motive is unknown; however, sources suspected that the victim was targeted for allegedly collaborating with security forces.",1
"10071","The specific motive is unknown; however, sources suspected that the victim was targeted for practicing witchcraft.",1
"10072","The specific motive is unknown; however, sources suspected that the victim, who was a member of the Israeli Jewish community, may have been targeted as part of a larger trend of sectarian violence between Israel's Jewish majority and Palestinian minority.",1
"10073","The specific motive is unknown; however, sources suspected that the victim, who was a member of the Shiite community, may have been targeted as part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shiite communities.",3
"10074","The specific motive is unknown; however, sources suspected that the victim, who was a member of the Sunni community, may have been targeted as part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shiite communities.",2
"10075","The specific motive is unknown; however, sources suspected that the victim, who was a Shiite Imam, may have been targeted as part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shiite communities.",1
"10076","The specific motive is unknown; however, sources suspected that the women were targeted because the assailants believed the women had committed adultery.",1
"10077","The specific motive is unknown; however, sources suspected the attack was out of frustration at the Turkish government's lack of reaction to Islamic State of Iraq and the Levant (ISIL)'s movements near the Turkish-Syrian border.",1
"10078","The specific motive is unknown; however, sources suspected the attack, which was carried out in a Shiite area, is part of a larger trend of sectarian violence between Iraq's majority Shiite and minority Sunni communities.",1
"10079","The specific motive is unknown; however, sources suspected the victims were targeted because they opposed the Huthis.",1
"10080","The specific motive is unknown; however, sources suspected the victims were targeted because they opposed to the Huthis.",1
"10081","The specific motive is unknown; however, sources suspected the victim was targeted in order to prevent him from introducing a draft of a constitution to the President.",1
"10082","The specific motive is unknown; however, sources suspect that Al-Qa`ida in the Arabian Peninsula (AQAP) executed the attack in retaliation for the tribal militia's support of Yemen's counterterrorism efforts.",1
"10083","The specific motive is unknown; however, sources suspect that Boko Haram executed the attack because of their claims that polio vaccination campaigns are a Western conspiracy designed to sterilize the Muslim world.",1
"10084","The specific motive is unknown; however, sources suspect that Islamic State of Iraq and the Levant (ISIL) executed the attack as part of their larger violent campaign to stoke sectarian strife between Iraq's Sunni and Shia Muslim populations.",1
"10085","The specific motive is unknown; however, sources suspect that Jamaat-Shibir activists executed the attack to protest the recent war crimes trials and the imprisonment of Jamaat-Shibir leaders.",1
"10086","The specific motive is unknown; however, sources suspect that members of a Shiite militia executed the attack in retaliation for the newspaper's negative portrayal of their clerical leader.",4
"10087","The specific motive is unknown; however, sources suspect that Nayeemul Islam Khan was targeted because his recent commentary on the Bangladesh war crimes trial possibly offended one of the contending groups.",1
"10088","The specific motive is unknown; however, sources suspect that separatist elements executed the attack because they oppose the ongoing peace negotiations between the Barisan Revolusi Nasional (BRN) and the Thai government.",1
"10089","The specific motive is unknown; however, sources suspect that the assailants carried out the incident because they are opposed to the ongoing peace negotiations between the Thai government and Barisan Revolusi Nasional (BRN).",1
"10090","The specific motive is unknown; however, sources suspect that the assailants executed the attack in retaliation for Private Maela Tolu's participation in a February 13 clash with extremist forces.",1
"10091","The specific motive is unknown; however, sources suspect that the attack was in retaliation for an earlier clash between Algerian security forces and extremist factions.",1
"10092","The specific motive is unknown; however, sources suspect that the attack was meant to deter people from voting in the Kenyan general elections.",2
"10093","The specific motive is unknown; however, sources suspect that the Communist Party of India - Maoist (CPI-M) executed the attack in retaliation for the Tritiya Prastuti Committee's recent killing of CPI-M operatives.",2
"10094","The specific motive is unknown; however, sources suspect that the incident is part of a larger pattern of violence stemming from Jamaat-E-Islami's (Bangladesh) ire over the conviction of three of its leaders on war crimes charges.",1
"10095","The specific motive is unknown; however, sources suspect that the Indian Mujahideen targeted the Buddhist pilgrimage site in an effort to avenge the violence being perpetrated against Rohingya Muslims in neighboring Myanmar.",6
"10096","The specific motive is unknown; however, sources suspect that the National Liberation Front of Tripura (NLFT) carried out the attack because the victims refused to accede to NLFT extortion demands.",1
"10097","The specific motive is unknown; however, sources suspect that the perpetrators committed the attack because of their opposition to polio vaccination campaigns.",1
"10098","The specific motive is unknown; however, sources suspect that the perpetrators committed the attack because they oppose the Afghan Police's poppy eradication efforts.",1
"10099","The specific motive is unknown; however, sources suspect that the perpetrators executed the attack because they are anti-education and want to deter students from attending school.",2
"10100","The specific motive is unknown; however, sources suspect that this incident is part of a larger campaign of anti-Shia sectarian violence in Iraq.",4
"10101","The specific motive is unknown; however, sources suspect that this incident is part of a larger campaign of anti-Shia sectarian violence in Pakistan.",1
"10102","The specific motive is unknown; however, Southern separatists had rejected the legitimacy of the upcoming elections in Yemen.",1
"10103","The specific motive is unknown; however, speakers outside of the targeted building demanded that they be allowed to hold a referendum to determine the status of the region as Crimea had on March 16, 2014.",1
"10104","The specific motive is unknown; however, Sri Lanka Journalists' Trade Union (SLJTU) officials posit that the incident is part of a larger pattern of attacks against the Uthayan newspaper, a Tamil language media publication.",1
"10105","The specific motive is unknown; however, Sunni attackers have often perpetrated similar attacks with the goal of pitting Iraq's Sunnis and Shiites against each other in warfare.",5
"10106","The specific motive is unknown; however, Sunni attackers often target Shiite processions on religious occasions.",1
"10107","The specific motive is unknown; however, Supreme Group employees reported that they had received phone calls threatening attacks against the compound if extortion demands were not met.",1
"10108","The specific motive is unknown; however, suspected Sunni groups frequently target Iraqi security force members to shake confidence in the predominantly Shiiite government.",1
"10109","The specific motive is unknown; however, suspected Sunni groups frequently target Iraqi security force members to shake confidence in the predominantly Shiite government.",1
"10110","The specific motive is unknown; however, Syeda Rizwana Hasan, the wife of the victim, speculated that Abu Bakar Siddique was abducted as a result of her work as an environmental activist.",1
"10111","The specific motive is unknown; however, Syrian officials speculate that the assailants targeted Wael al-Halki, the Syrian prime minister and head of a ministerial body tasked with negotiating an end to the country's civil war, because they are opposed to any ""political solution"" that does not involve the complete removal of Bashar al-Assad from power.",1
"10112","The specific motive is unknown; however, Taj Haider, the general secretary of the Pakistan People's Party, speculated that the attack was related to a desire to delay the upcoming elections.",1
"10113","The specific motive is unknown; however, Taliban spokesperson Qari Muhammad Yousaf Ahmadi stated that the attack was part of a spring offense in southern Afghanistan targeting Afghan and foreign troops.",1
"10114","The specific motive is unknown; however, Tawfiq Al-Musalmi stated that the assailants warned him against continuing to publish material covering the strife in Amran governorate.",1
"10115","The specific motive is unknown; however, Tehrik-i-Taliban Pakistan (TTP) had claimed attacks on other schools in the area because they disagreed with how Islam was being taught.",1
"10116","The specific motive is unknown; however, Thai media speculated that the victim's death was related either to the fact that his newspaper had published about corruption in the land department of Phuket or that he was a well-known political protester.  The victim was a member of the red-shirts, also known as the United Front for Democracy Against Dictatorship (DDD).",1
"10117","The specific motive is unknown; however, Thai security officials posit that the assailants executed the attack because they are opposed to the recent peace negotiations between the Thai government and the Barisan Revolusi Nasional (BRN).",2
"10118","The specific motive is unknown; however, the abducted police officers stated that the assailants referred to them as ""puppets of the United States."" The officers were also told to leave the police force.",1
"10119","The specific motive is unknown; however, the agency had been criticized during the economic crisis.",1
"10120","The specific motive is unknown; however, the assailant, Anson Chi, had posted YouTube videos and blog entries describing his dislike for the government and the police.",1
"10121","The specific motive is unknown; however, the assailant, Fu'ad Ba-Nasib, stated that he was hired to kill al-Hamid because he was a corrupt judge.",1
"10122","The specific motive is unknown; however, the assailants demanded a ransom in exchange for the victim.",1
"10123","The specific motive is unknown; however, the assailants demanded that the abducted tribal elders stop cooperating with the government and that their relatives leave their positions with the Afghan police.",1
"10124","The specific motive is unknown; however, the assailants did threaten the driver and the passenger of the vehicle, cautioning them to stop transporting uranium.",1
"10125","The specific motive is unknown; however, the assailants had been fighting for independence since 1982 in Ziguinchor.",1
"10126","The specific motive is unknown; however, the assailants in the crowd had demanded the release of their group members prior to the attack.",1
"10127","The specific motive is unknown; however, the assailants left posters criticizing the anti-Maoist operations in Odisha State.  The attacks were likely in response to these operations.",1
"10128","The specific motive is unknown; however, the assailants spray painted the phrases ""price tag"", ""death to gentiles"", and ""revenge"" on the walls of the monastery. Sources linked these phrases to prior attacks associated with the price tag movement.",1
"10129","The specific motive is unknown; however, the assailants stated that Tehrik-i-Taliban Pakistan (TTP) urged them to carry out the attack against Bilawal Bhutto Zardari because he declared his opposition to the TTP.",1
"10130","The specific motive is unknown; however, the assailants suspected that the targets had provided police with information used to find a bandit leader. Furthermore, the targets were relatives of a government militiaman involved in the shootout that killed the bandit leader.",1
"10131","The specific motive is unknown; however, the attack appears to be sectarian violence, perpetrated by conservative Islamists against Sufi structures because they consider Sufis to be idolatrous.",1
"10132","The specific motive is unknown; however, the attack came a few days after three suspected Kurdistan Workers' Party (PKK) targets were attacked by Turkish warplanes.",1
"10133","The specific motive is unknown; however, the attack came after the end of a three-day ultimatum given by Boko Haram for Christians to relocate away from the region.",1
"10134","The specific motive is unknown; however, the attack came in the wake of rising tensions between Turkey and Iraq over a number of issues, including Turkey's concern about the jailing of political opposition leaders in Iraq.",1
"10135","The specific motive is unknown; however, the attack came only hours after the Commanding Officers' Conference.  This meeting was between senior officers and unit commanders.",1
"10136","The specific motive is unknown; however, the attack came shortly after the time period Boko Haram gave Christians to leave the region had elapsed.  Boko Haram had warned of dire consequences if Christians remained.",2
"10137","The specific motive is unknown; however, the attack came the day before the statewide election polls.",1
"10138","The specific motive is unknown; however, the attack coincided with National Coming Out Day, which took place on October 11, 2012.",1
"10139","The specific motive is unknown; however, the attack comes on the second day of a two day bandh Maoists called in a follow-up to a ""Protest Week"" decrying the slaying of Maoist leaders by a rival group.",3
"10140","The specific motive is unknown; however, the attacked group were a Kurdish sect.  There has been a larger pattern of sectarian violence in Iraq.",1
"10141","The specific motive is unknown; however, the attackers have stated that Sri Lanka needs to robustly return to its Buddhist origins.",2
"10142","The specific motive is unknown; however, the attackers left anti-Arab and anti-Islamic messages on the walls of the targeted mosque.  Sources also speculated that the attack was carried out to protest government action against settlements in the area.",1
"10143","The specific motive is unknown; however, the attack followed an incident in which Qurans were burned at a North Atlantic Treaty Organization (NATO) base.",1
"10144","The specific motive is unknown; however, the attack may have been in response to the re-arrest of Kabiru Sokoto, whom authorities alleged was the mastermind behind the Christmas Day bombings.",1
"10145","The specific motive is unknown; however, the attack may have been related to elections scheduled to be held later in the week, which were Libya's first general elections in almost five decades.",1
"10146","The specific motive is unknown; however, the attack may have been related to local council elections being held the next day.",1
"10147","The specific motive is unknown; however, the attack may have been related to national elections scheduled to be held later in the week, which were Libya's first general elections in almost five decades.",1
"10148","The specific motive is unknown; however, the attack may have been related to the fact that the deputy mufti had broken ties with local Wahabbis about a year prior.",1
"10149","The specific motive is unknown; however, the attack may have been related to the fact that the victim supplied the police with food items.",1
"10150","The specific motive is unknown; however, the attack may have been related to the torture by Al-Shabaab of several businessmen in the district on the previous day in an attempt to get money.",1
"10151","The specific motive is unknown; however, the attack may have been related to voting that was occurring at a nearby polling station for national elections, which were Libya's first general elections in almost five decades.",1
"10152","The specific motive is unknown; however, the attack occurred on same day that the Communist Party of the Philippines (CPP), the New People's Army's parent organization, reiterated a demand for the release of captured senior CPP leaders.",1
"10153","The specific motive is unknown; however, the attack on Indian National Congress workers came two days before the statewide Congress elections.",1
"10154","The specific motive is unknown; however, the attack on the outspoken critic of Boko Haram occurred a month after the group distributed a leaflet threatening to target people who collaborated against them. Further, a witness claimed that after shooting, the gunmen said, ""Let's see how you are going to be critical of us. Let's see what your boasting can achieve.""",1
"10155","The specific motive is unknown; however, the attack preceded highly contested elections which had been rejected by southern separatists.",1
"10156","The specific motive is unknown; however, the attack was carried out after the news channel aired criticism of Mullah Mustafa Barzani, a Kurdish nationalist leader and the father of Masoud Barzani, the Kurdish region's president.",1
"10157","The specific motive is unknown; however, the attack was intended to deter people from voting in the upcoming single-candidate presidential election.",1
"10158","The specific motive is unknown; however, the authorities stated that the National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM) perpetrated the attack in order to disrupt the signing of a peace accord between Dima Halao Daoga (DHD), Dima Halao Daoga: Jewel (DHD-J), and the Indian central government.",2
"10159","The specific motive is unknown; however, the Baloch Liberation Army (BLA) stated that they do not recognize Pakistani monuments.",1
"10160","The specific motive is unknown; however, the Baloch Republican Army (BRA) openly asserts that Balochistan's citizens and their economic needs are neglected by the government. Part of this resentment is tied to the province's oil wealth, and the Frontier Constabulary (FC) is responsible for protecting the recently targeted natural gas installations.",1
"10161","The specific motive is unknown; however, the bombing coincided with a nine-day strike of 6,700 hourly power authority workers against the Puerto Rican Electric and Power Authority, in demand for higher wages.",1
"10162","The specific motive is unknown; however, the bombing coincided with a wave of sabotage against the state-owned Water Resources Authority and the electric workers' strike, which was politically motivated to get rid of the pro-United States Puerto Rican government.",3
"10163","The specific motive is unknown; however, the Chief of Police stated that the attack was intended to deter foreign investment.",2
"10164","The specific motive is unknown; however, the church was scheduled to host a Catholic mass less than 24 hours after the bomb was discovered.  Boko Haram has often targeted Christian places of worship.",1
"10165","The specific motive is unknown; however, the Communist Party of India candidate blamed a rival political group that wanted to sabotage him.",1
"10166","The specific motive is unknown; however, the Communist Party of India - Maoist (CPI-M) claimed that the incident was part of a Rashtriya Swayamsevak Sangh plot to renew violence in the Kannur district of India.",1
"10167","The specific motive is unknown; however, the Communist Party stated that the attack was meant to intimidate and demoralize the people's revolutionary movement.",1
"10168","The specific motive is unknown; however, the consul from Iran's embassy in Damascus stated that the kidnapping was part of a campaign to disseminate the belief that Iranian forces were being sent to Syria.",1
"10169","The specific motive is unknown; however, the Corsican National Liberation Front (FLNC) had claimed several days beforehand that they would target the homes of foreigners because their presence marginalized native Corsicans. Sources also noted that the targeted villa was part of a complex that had been the subject of long legal battles between the builder and local environmentalists.",1
"10170","The specific motive is unknown; however, the device was discovered at a polling station on the same day as the statewide Congress elections.",5
"10171","The specific motive is unknown; however, the diplomats had been sent to the area to attempt to broker a peace deal that would resolve the fighting between government and Tuareg rebels.",1
